Statut;Coordonnées géographiques;Geo Shape
En exploitation;41.67992284923701, 8.95340093262907;"{""coordinates"": [[8.9532641, 41.6794395], [8.9532716, 41.6794327], [8.9532864, 41.6794193], [8.9533172, 41.6793975], [8.9533505, 41.6793884], [8.9533822, 41.6793946], [8.9534209, 41.6794086], [8.9535429, 41.6794529], [8.9536572, 41.6794943], [8.9537105, 41.6795205], [8.9537447, 41.6795374], [8.9537969, 41.6795846], [8.9538275, 41.6796373], [8.9538428, 41.6796949], [8.9538395, 41.6797678], [8.9538091, 41.6798338], [8.9537526, 41.6799325], [8.9537159, 41.6799832], [8.9536248, 41.6800447], [8.9534237, 41.6801408], [8.9532628, 41.6801974], [8.9531894, 41.6802189], [8.9530731, 41.6802435], [8.9529174, 41.680286], [8.9527664, 41.680351], [8.9526517, 41.6803936], [8.952644, 41.6804145]], ""type"": ""LineString""}"
En exploitation;42.68080098143692, 9.307323207016985;"{""coordinates"": [[9.3098727, 42.680656], [9.3098153, 42.6806795], [9.3095753, 42.6806882], [9.3094018, 42.6806929], [9.3092828, 42.6807065], [9.3091201, 42.680735], [9.3089612, 42.6807789], [9.3088433, 42.6808002], [9.3087475, 42.6808012], [9.3086494, 42.6807805], [9.3085769, 42.6807646], [9.3085141, 42.6807774], [9.3084559, 42.6807628], [9.308182, 42.6807029], [9.3078455, 42.6806158], [9.3077021, 42.6805695], [9.3075471, 42.6805562], [9.3075034, 42.680529], [9.3073376, 42.6805116], [9.3068338, 42.6804344], [9.3066935, 42.6804278], [9.306396, 42.6804945], [9.3063715, 42.6805279], [9.3063006, 42.6808818], [9.3062533, 42.6810109], [9.306229, 42.6810283], [9.3055118, 42.6811195], [9.3054499, 42.6812061], [9.3054623, 42.6812357], [9.3055532, 42.6812985], [9.3055937, 42.6813394], [9.3056787, 42.6814683], [9.3057674, 42.6816026], [9.3058418, 42.681607], [9.3058844, 42.6816095]], ""type"": ""LineString""}"
En exploitation;42.69008949920418, 9.434116886071195;"{""coordinates"": [[9.4347783, 42.6913427], [9.4345817, 42.6912255], [9.4344998, 42.6911068], [9.4344925, 42.6910955], [9.4344451, 42.690981], [9.4344059, 42.6908714], [9.4343564, 42.6907588], [9.4342511, 42.690487], [9.4342367, 42.6904573], [9.4341841, 42.6903286], [9.4340835, 42.6901207], [9.4340651, 42.6900776], [9.4339757, 42.6899675], [9.4338693, 42.6898502], [9.4337539, 42.6897282], [9.4337399, 42.6897128], [9.4337159, 42.6896844], [9.433703, 42.689668], [9.4336954, 42.6896533], [9.4336916, 42.6896425], [9.4336888, 42.6896305], [9.433687, 42.6896194], [9.4336857, 42.6896028], [9.4336852, 42.6895872], [9.4336846, 42.6895762], [9.4336868, 42.6895509], [9.4336961, 42.6895242], [9.4337105, 42.689489], [9.4337521, 42.6894042], [9.4337809, 42.6893463], [9.4337948, 42.6893211], [9.4338013, 42.6893018], [9.4338058, 42.6892703], [9.4338103, 42.6892062], [9.4338108, 42.6891807], [9.4338133, 42.689157], [9.4338185, 42.6891387], [9.4338367, 42.6891152], [9.4339084, 42.6890489], [9.4339303, 42.6890317], [9.4339678, 42.6890153], [9.434034, 42.6890047], [9.4340853, 42.6890039], [9.4342315, 42.6890156]], ""type"": ""LineString""}"
En exploitation;42.56816000096157, 9.44957203043929;"{""coordinates"": [[9.4495628, 42.5680999], [9.4495667, 42.5681514], [9.449588, 42.5682188]], ""type"": ""LineString""}"
En exploitation;42.56822670056143, 9.449271580163186;"{""coordinates"": [[9.4495513, 42.5681034], [9.4495448, 42.56812], [9.4495523, 42.5681551], [9.4495619, 42.5682], [9.4495457, 42.5682235], [9.448888, 42.568254]], ""type"": ""LineString""}"
En exploitation;41.954196006652914, 8.802811181961799;"{""coordinates"": [[8.8033034, 41.9547306], [8.8033261, 41.9547206], [8.8033489, 41.9547106], [8.8034639, 41.9545633], [8.8034692, 41.9545451], [8.8034798, 41.9544671], [8.8034393, 41.9544352], [8.803199, 41.9543518], [8.8030913, 41.954275], [8.8029533, 41.9541999], [8.8028858, 41.9541375], [8.8027022, 41.9540504], [8.8023523, 41.9539667], [8.802252, 41.9539352], [8.8022039, 41.9539275], [8.8021753, 41.9539457], [8.8021593, 41.95397], [8.8021791, 41.9539867], [8.8022108, 41.9540002], [8.8026194, 41.9541111], [8.8026862, 41.954125], [8.8026982, 41.9541486], [8.8026932, 41.9541691], [8.8026916, 41.9541753], [8.8026889, 41.9541859]], ""type"": ""LineString""}"
En exploitation;42.04100352564153, 9.374913611811035;"{""coordinates"": [[9.3744367, 42.0410501], [9.3747742, 42.0409569], [9.3748792, 42.040944], [9.3749785, 42.0409648], [9.3753459, 42.0410825], [9.3753684, 42.0410631], [9.3753805, 42.041056]], ""type"": ""LineString""}"
En exploitation;42.545244415784495, 9.477519497095034;"{""coordinates"": [[9.4774763, 42.5452282], [9.4775045, 42.5452415], [9.4775164, 42.5452472], [9.4775647, 42.5452539]], ""type"": ""LineString""}"
En exploitation;42.33630371952149, 9.148753873667596;"{""coordinates"": [[9.1483907, 42.3363902], [9.1484514, 42.3363873], [9.1484786, 42.3363749], [9.1485029, 42.3363476], [9.1485374, 42.3363288], [9.1486102, 42.3363066], [9.1486789, 42.3362931], [9.1487961, 42.3362825], [9.1488744, 42.3362723], [9.1489333, 42.3362707], [9.1489833, 42.3362713], [9.1490301, 42.336269], [9.1490531, 42.3362743], [9.1490762, 42.3362819], [9.1490971, 42.3362843], [9.1491046, 42.3362831], [9.149117, 42.3362787], [9.1491217, 42.336273], [9.1491255, 42.3362683]], ""type"": ""LineString""}"
En exploitation;42.49716586519972, 9.181282652141801;"{""coordinates"": [[9.181312, 42.4971617], [9.1812712, 42.4971675], [9.1812533, 42.49717]], ""type"": ""LineString""}"
En exploitation;41.48373406854309, 9.058535375883475;"{""coordinates"": [[9.0602046, 41.4849638], [9.0600791, 41.4849687], [9.0600305, 41.4849584], [9.0599852, 41.4849378], [9.0598819, 41.4847951], [9.0598172, 41.4846751], [9.0596914, 41.4844411], [9.0596444, 41.4843969], [9.0595503, 41.4843327], [9.0592232, 41.4841866], [9.0590809, 41.4841231], [9.0589687, 41.4840255], [9.0588884, 41.4839147], [9.0587029, 41.4836307], [9.0586157, 41.4835702], [9.0579386, 41.4833111], [9.0576779, 41.4831869], [9.0574461, 41.4830411], [9.0569916, 41.4827554], [9.0568687, 41.4827636], [9.0566708, 41.4827984]], ""type"": ""LineString""}"
En exploitation;41.47854273185472, 9.04966292754496;"{""coordinates"": [[9.0499408, 41.4792828], [9.0499367, 41.4792608], [9.050017, 41.4790092], [9.0500375, 41.4789027], [9.049984, 41.4788057], [9.0497608, 41.4786147], [9.0495504, 41.4784831], [9.0494138, 41.4781979], [9.0492896, 41.4779973], [9.0491405, 41.4778426]], ""type"": ""LineString""}"
En exploitation;41.47333588190499, 9.043825525665595;"{""coordinates"": [[9.0442141, 41.4736423], [9.0440089, 41.4735415], [9.04379, 41.4733465], [9.0435328, 41.4730022], [9.0435332, 41.4729772], [9.0435488, 41.4729658], [9.0435598, 41.4729577]], ""type"": ""LineString""}"
En exploitation;41.46796017961818, 9.042058972649503;"{""coordinates"": [[9.0419882, 41.467994], [9.042041, 41.4679683], [9.0420901, 41.4679416], [9.0421097, 41.4679361], [9.042115, 41.467937], [9.0421321, 41.4679397]], ""type"": ""LineString""}"
En exploitation;41.42705745, 9.185321;"{""coordinates"": [[9.1852274, 41.4271017], [9.1854146, 41.4270132]], ""type"": ""LineString""}"
En exploitation;42.60071640557806, 9.359207116140249;"{""coordinates"": [[9.3596609, 42.6013798], [9.359681, 42.6013822], [9.3596834, 42.6013825], [9.3596947, 42.6013838], [9.359725, 42.6013781], [9.3597266, 42.601368], [9.3596992, 42.6012971], [9.3596537, 42.6012158], [9.3595883, 42.6010422], [9.3594658, 42.6006976], [9.3594449, 42.6006761], [9.3593691, 42.6006179], [9.3593349, 42.600574], [9.359271, 42.6004917], [9.3592472, 42.6004611], [9.3592141, 42.6004336], [9.3591844, 42.6004267], [9.3591536, 42.6004277], [9.3587472, 42.600441], [9.3586768, 42.6004432], [9.358645, 42.6004479], [9.358589, 42.6004667], [9.3584061, 42.6005223], [9.3583681, 42.6005292]], ""type"": ""LineString""}"
En exploitation;42.60039737617393, 9.359983940189913;"{""coordinates"": [[9.360056, 42.600392], [9.3600023, 42.6004024], [9.3599739, 42.6004052], [9.3599599, 42.6004045], [9.3599536, 42.6004042], [9.3599424, 42.6003995], [9.3599374, 42.6003969], [9.3599318, 42.6003892], [9.3599302, 42.6003843], [9.3599329, 42.6003799], [9.3599422, 42.6003752]], ""type"": ""LineString""}"
En exploitation;42.59831456956131, 9.373491760556382;"{""coordinates"": [[9.3681527, 42.5941122], [9.3682264, 42.5942669], [9.3683068, 42.5943562], [9.3687136, 42.5946321], [9.3692974, 42.5948584], [9.3696982, 42.5950138], [9.369936, 42.5950838], [9.3700033, 42.5951551], [9.3700492, 42.5953224], [9.3700391, 42.5954502], [9.3699716, 42.5955575], [9.3696152, 42.5958785], [9.369418, 42.5962134], [9.3694262, 42.5964022], [9.36954, 42.5966759], [9.3697463, 42.5968678], [9.3699218, 42.5972266], [9.3700883, 42.5974536], [9.3702211, 42.5977936], [9.3704603, 42.5980752], [9.3709897, 42.5984566], [9.3722107, 42.5988949], [9.3733913, 42.5991526], [9.3739966, 42.5992227], [9.3741424, 42.5992185], [9.3750232, 42.5990248], [9.3752298, 42.5990084], [9.3753479, 42.5990168], [9.375444, 42.5991028], [9.3756197, 42.5994172], [9.3757307, 42.5994566], [9.3769679, 42.5994259], [9.3770618, 42.5993845], [9.3772003, 42.5993207], [9.3772584, 42.5993172], [9.3773605, 42.5993109], [9.3776699, 42.5997201], [9.3779422, 42.5999426], [9.3781084, 42.6001642], [9.3783332, 42.6007795], [9.3784181, 42.6009658], [9.3785974, 42.6010864], [9.3788813, 42.6011622], [9.3791459, 42.6011717], [9.3794287, 42.6010881], [9.379543, 42.6009749], [9.3797197, 42.6007118], [9.3799292, 42.6005086]], ""type"": ""LineString""}"
En exploitation;42.54694331096387, 9.442281358109792;"{""coordinates"": [[9.4421119, 42.5470856], [9.442166, 42.547082], [9.44221, 42.5470711], [9.4422474, 42.5470329], [9.4422694, 42.5469801], [9.4422892, 42.5469196], [9.4423018, 42.5468683], [9.442328, 42.5468331], [9.4423648, 42.5468158], [9.4424132, 42.5468064], [9.442435, 42.5468057], [9.442453, 42.5468053]], ""type"": ""LineString""}"
En exploitation;42.62730498387933, 9.025975641874119;"{""coordinates"": [[9.0270229, 42.6279597], [9.0270135, 42.6279334], [9.0270749, 42.6277478], [9.0270153, 42.6276758], [9.0269109, 42.6276167], [9.0267091, 42.6275435], [9.0266333, 42.6275003], [9.0266218, 42.6274799], [9.0265057, 42.6274275], [9.0262975, 42.6273682], [9.0261016, 42.6273294], [9.0259087, 42.6272657], [9.0256577, 42.6271575], [9.0254848, 42.6270796], [9.0252063, 42.6269853], [9.0250504, 42.6269613], [9.024943, 42.6269624], [9.024826, 42.6269792], [9.0246321, 42.62702]], ""type"": ""LineString""}"
En exploitation;41.59602571945521, 9.280405919178873;"{""coordinates"": [[9.2795006, 41.5948063], [9.2795184, 41.5948045], [9.2795454, 41.5947992], [9.2799099, 41.5946552], [9.2800685, 41.5946199], [9.2800949, 41.5946244], [9.2801722, 41.5946456], [9.2802037, 41.5948876], [9.2802022, 41.5952523], [9.2802303, 41.5956061], [9.2800971, 41.5957811], [9.2797862, 41.5961301], [9.2797621, 41.5961444], [9.2795551, 41.5960968], [9.2794246, 41.5961134], [9.2794133, 41.5961606], [9.2794129, 41.5962518], [9.2796277, 41.5964491], [9.2802037, 41.5966835], [9.2806249, 41.5968143], [9.2811665, 41.596794], [9.2815684, 41.5966847], [9.2820143, 41.5964751], [9.2822836, 41.5963532]], ""type"": ""LineString""}"
En exploitation;41.59607206119175, 9.282020120271774;"{""coordinates"": [[9.2823143, 41.5963391], [9.2822002, 41.5962041], [9.2821381, 41.5961982], [9.2817427, 41.595815], [9.2817473, 41.5958087], [9.2817589, 41.5957932]], ""type"": ""LineString""}"
En exploitation;41.596082504674044, 9.281982412764354;"{""coordinates"": [[9.2822836, 41.5963532], [9.2821772, 41.5962298], [9.2821124, 41.5962289], [9.2817137, 41.5958264], [9.2817301, 41.595802], [9.2817389, 41.5957886]], ""type"": ""LineString""}"
En exploitation;41.486390613319585, 9.126490962797805;"{""coordinates"": [[9.1271767, 41.486221], [9.127102, 41.4863095], [9.1269779, 41.4864112], [9.1269385, 41.4864308], [9.1269034, 41.4864359], [9.1268588, 41.4864742], [9.1268516, 41.4864921], [9.126781, 41.486596], [9.1267682, 41.4866003], [9.1267499, 41.4865903], [9.1266336, 41.486468], [9.1266071, 41.4864442], [9.1265402, 41.4863977], [9.1264496, 41.4863239], [9.1264298, 41.4863069], [9.1264109, 41.486289], [9.126378, 41.4862529], [9.1263359, 41.4862322], [9.1262684, 41.4862232], [9.1261661, 41.4862273], [9.126061, 41.4862818], [9.1260214, 41.486323], [9.1259782, 41.4864105], [9.1259374, 41.4864757], [9.1258987, 41.4865202], [9.1258803, 41.4865362], [9.1258501, 41.4865503], [9.125833, 41.4865515], [9.1258087, 41.4865487], [9.125789, 41.4865465]], ""type"": ""LineString""}"
En exploitation;41.47595594853807, 9.046743568956066;"{""coordinates"": [[9.0467323, 41.4760028], [9.0467386, 41.475979], [9.046739, 41.4759754], [9.0467332, 41.4759727], [9.0467217, 41.4759673], [9.0467521, 41.4759303], [9.0467546, 41.4759272], [9.0467575, 41.4759258], [9.0467827, 41.4759348]], ""type"": ""LineString""}"
En exploitation;42.5396384672514, 9.49306971553358;"{""coordinates"": [[9.4931303, 42.5396043], [9.4931107, 42.5396107], [9.4930213, 42.5396701], [9.4930117, 42.5396776]], ""type"": ""LineString""}"
En exploitation;42.539649531783986, 9.493082467412345;"{""coordinates"": [[9.4931393, 42.5396212], [9.4931233, 42.5396291], [9.4930987, 42.539636], [9.4930376, 42.5396769], [9.4930306, 42.5396858]], ""type"": ""LineString""}"
En exploitation;42.540836870872546, 9.49501922596482;"{""coordinates"": [[9.4961806, 42.5418086], [9.4961812, 42.5417933], [9.4960462, 42.541658], [9.49595, 42.5415646], [9.4959171, 42.5415332], [9.4957861, 42.5414122], [9.4956178, 42.5412645], [9.4953812, 42.5410651], [9.4951795, 42.5409015], [9.4951352, 42.5408673], [9.4950617, 42.5408122], [9.4949179, 42.5406955], [9.4948434, 42.5406207], [9.4947757, 42.540595], [9.4947552, 42.5405864], [9.4947462, 42.5405824], [9.494708, 42.5405586], [9.4946738, 42.5405372], [9.4944366, 42.540384], [9.4944029, 42.5403679], [9.4943812, 42.5403594], [9.494345, 42.5403409], [9.4942994, 42.5403166], [9.4942604, 42.5402955], [9.4941497, 42.5402356], [9.4939371, 42.5401178], [9.4937702, 42.5400251], [9.4937443, 42.5400115]], ""type"": ""LineString""}"
En exploitation;42.537014328567246, 9.473231949312337;"{""coordinates"": [[9.4762076, 42.5378406], [9.4762017, 42.5377743], [9.4757926, 42.5376682], [9.4741049, 42.5372304], [9.4733471, 42.5370337], [9.4722212, 42.5369499], [9.4720039, 42.5369437], [9.4719571, 42.5369302], [9.4719465, 42.5369122], [9.471928, 42.5368989], [9.4718993, 42.5368946], [9.4715294, 42.5369299], [9.4713925, 42.5369599], [9.471335, 42.5369513], [9.4712611, 42.5369209], [9.4712161, 42.536876], [9.471229, 42.536638], [9.4713228, 42.5355933], [9.4712904, 42.5355647], [9.4712771, 42.5355619]], ""type"": ""LineString""}"
En exploitation;42.53247291499843, 9.458875877112426;"{""coordinates"": [[9.4588484, 42.5324689], [9.4588729, 42.5324731], [9.4588839, 42.5324741], [9.4589035, 42.5324758]], ""type"": ""LineString""}"
En exploitation;42.31507182951814, 9.54027338142895;"{""coordinates"": [[9.540279, 42.3150899], [9.5402711, 42.3150748], [9.5402731, 42.3150527]], ""type"": ""LineString""}"
En exploitation;42.13994208459669, 9.483387095464016;"{""coordinates"": [[9.4834064, 42.1399073], [9.4833985, 42.1399299], [9.4833691, 42.1399662], [9.4833628, 42.1399741]], ""type"": ""LineString""}"
En exploitation;41.65722577384039, 9.354118565203677;"{""coordinates"": [[9.3552433, 41.657589], [9.3552305, 41.6575733], [9.3551954, 41.6575299], [9.3551774, 41.657521], [9.3551584, 41.6575143], [9.3551348, 41.6575163], [9.3549604, 41.6575736], [9.3545969, 41.6574833], [9.3542917, 41.6574365], [9.35402, 41.6573401], [9.3537256, 41.6570533], [9.3537319, 41.6569662], [9.3536014, 41.6568703], [9.3534521, 41.6568133], [9.3533278, 41.6567844], [9.3531346, 41.6567598], [9.3530657, 41.6567582], [9.3530538, 41.6567572], [9.3530497, 41.6567569], [9.3530479, 41.6567346]], ""type"": ""LineString""}"
En exploitation;42.05709105528306, 8.811319601093178;"{""coordinates"": [[8.8086028, 42.0566894], [8.8086218, 42.056718], [8.8086271, 42.056726], [8.8088333, 42.056778], [8.8090492, 42.0568309], [8.8091302, 42.0568513], [8.8093048, 42.056886], [8.8095375, 42.0569209], [8.8097308, 42.0569327], [8.8098053, 42.0569364], [8.8100786, 42.0569266], [8.8101742, 42.0569153], [8.810266, 42.0568965], [8.8104091, 42.0568627], [8.8104726, 42.0568521], [8.8105568, 42.0568465], [8.8106191, 42.0568532], [8.8107293, 42.0568604], [8.8107766, 42.0568637], [8.8109951, 42.0569007], [8.8110988, 42.0569305], [8.8111971, 42.0569681], [8.8113379, 42.0570221], [8.8115386, 42.0571112], [8.8118309, 42.0571744], [8.8120388, 42.0572204], [8.8121155, 42.0572396], [8.812292, 42.0573086], [8.8125298, 42.05737], [8.8127336, 42.0574133], [8.8128274, 42.0574299], [8.8128616, 42.0574303], [8.8129697, 42.0574328], [8.8130165, 42.0574075], [8.8131157, 42.057405], [8.8132554, 42.0574021], [8.8132918, 42.0573957], [8.8133479, 42.057393], [8.8135936, 42.0573427], [8.8137751, 42.057341], [8.8138886, 42.0573478], [8.8139677, 42.0573592], [8.8140283, 42.0573607], [8.8140544, 42.0573523]], ""type"": ""LineString""}"
En exploitation;42.73781678180243, 9.46131886784739;"{""coordinates"": [[9.4610986, 42.7384264], [9.4611389, 42.7383562], [9.4612558, 42.7380256], [9.4613468, 42.7377698], [9.461353, 42.7377694], [9.4613557, 42.7377602], [9.4613584, 42.7377528], [9.4613566, 42.7377475], [9.4613792, 42.7376883], [9.461399, 42.7376356], [9.4614313, 42.7375514], [9.4614455, 42.7375054], [9.4614655, 42.7374427], [9.4614901, 42.7373625], [9.4613672, 42.737253], [9.461362, 42.7372401]], ""type"": ""LineString""}"
En exploitation;41.899643803324174, 9.092597093917993;"{""coordinates"": [[9.0917174, 41.8989052], [9.0917185, 41.8989145], [9.0916828, 41.8990463], [9.0917105, 41.8990855], [9.0917476, 41.8991119], [9.0917941, 41.8991711], [9.0921328, 41.8996022], [9.0922403, 41.8997104], [9.0925529, 41.8998368], [9.0928274, 41.8998383], [9.0930825, 41.899791], [9.0933248, 41.899816], [9.0934414, 41.8998414], [9.0935613, 41.8999048], [9.0937242, 41.9001059]], ""type"": ""LineString""}"
En exploitation;42.301178201591135, 9.166339433385563;"{""coordinates"": [[9.166264, 42.3012114], [9.1662736, 42.3012001], [9.1662925, 42.3011827], [9.1663259, 42.3011776], [9.1664239, 42.3011624]], ""type"": ""LineString""}"
En exploitation;42.301408731515636, 9.159958958079168;"{""coordinates"": [[9.1591072, 42.3008336], [9.1591465, 42.300829], [9.1591556, 42.3009135], [9.1592338, 42.3009826], [9.159512, 42.3010129], [9.1598873, 42.3010203], [9.1599386, 42.3010357], [9.1602247, 42.3012258], [9.1601865, 42.3014209], [9.1602032, 42.3014426], [9.1604466, 42.3015262], [9.1604606, 42.3015549], [9.1599901, 42.3023097], [9.1599784, 42.3023304]], ""type"": ""LineString""}"
En exploitation;42.29532574448309, 9.160674197479413;"{""coordinates"": [[9.1617795, 42.2940018], [9.1617867, 42.2940254], [9.1618051, 42.2940403], [9.1616684, 42.2942456], [9.1615145, 42.2944471], [9.1612616, 42.2946624], [9.1606579, 42.2950271], [9.160524, 42.2951129], [9.1604383, 42.2951831], [9.1602283, 42.2956726], [9.1600412, 42.2961517], [9.1600628, 42.296353], [9.1599525, 42.2968931]], ""type"": ""LineString""}"
En exploitation;42.3022384481139, 9.156743588345122;"{""coordinates"": [[9.155689, 42.3018954], [9.1556896, 42.3018943], [9.1557149, 42.3019037], [9.1557603, 42.3019172], [9.1557842, 42.3019257], [9.155803, 42.3019292], [9.1558312, 42.3019328], [9.1558867, 42.3019395], [9.1559077, 42.3019418], [9.1559646, 42.3019511], [9.1559947, 42.3019584], [9.156035, 42.3019723], [9.1566149, 42.3021717], [9.1573601, 42.3024354], [9.1573981, 42.3024493], [9.157424, 42.3024641], [9.1574651, 42.3024951], [9.1575166, 42.3025435], [9.1575747, 42.3025979], [9.1576692, 42.3026834], [9.1577115, 42.3027378], [9.1577129, 42.3027408]], ""type"": ""LineString""}"
En exploitation;42.549082798775686, 9.465169044789706;"{""coordinates"": [[9.4653005, 42.5504891], [9.4653169, 42.5504525], [9.4653686, 42.5499069], [9.4652618, 42.5492508], [9.4651043, 42.5484449], [9.4650775, 42.5483576], [9.4650115, 42.5483058], [9.4649069, 42.5482541], [9.4648286, 42.5478222], [9.4647692, 42.5478074], [9.4647404, 42.5477986]], ""type"": ""LineString""}"
En exploitation;42.29565192934283, 9.275923071911162;"{""coordinates"": [[9.2724073, 42.2948902], [9.2723931, 42.2949125], [9.2726051, 42.2950904], [9.2725555, 42.2951126], [9.2726642, 42.2952849], [9.2726948, 42.2953596], [9.272957, 42.2953317], [9.2730577, 42.2953678], [9.2733689, 42.295244], [9.2736061, 42.2951612], [9.2738747, 42.2951019], [9.2741922, 42.2950416], [9.2746148, 42.295033], [9.2747128, 42.2950362], [9.2749702, 42.2950737], [9.2752135, 42.295031], [9.2753413, 42.2950546], [9.2756336, 42.295158], [9.2756941, 42.2951554], [9.2758739, 42.2951017], [9.276221, 42.2949403], [9.2762393, 42.2949262], [9.2763333, 42.2948103], [9.2764998, 42.294665], [9.2765657, 42.294651], [9.2766346, 42.2946518], [9.2768294, 42.2946956], [9.2769577, 42.2947352], [9.2772463, 42.2948783], [9.2776153, 42.2950342], [9.277718, 42.2950658], [9.2777926, 42.2951004], [9.2778338, 42.2951318], [9.2778466, 42.2951555], [9.2778998, 42.2953365], [9.2778748, 42.295465], [9.2778302, 42.2955268], [9.2775015, 42.2957785], [9.2773348, 42.2959344], [9.2770504, 42.2963552], [9.2769647, 42.2966731], [9.2769674, 42.2967317], [9.2769937, 42.2968675], [9.2770099, 42.2970403], [9.2770517, 42.2971611], [9.2770868, 42.2972026], [9.2771714, 42.2972621], [9.2773422, 42.2973446], [9.2773741, 42.2973842], [9.2774216, 42.2976262], [9.2774552, 42.2976785], [9.2778295, 42.2980708], [9.2779092, 42.2981241]], ""type"": ""LineString""}"
En exploitation;42.28752530757799, 9.489604766129435;"{""coordinates"": [[9.4911656, 42.2909621], [9.4912303, 42.2908995], [9.4912929, 42.2908178], [9.4913375, 42.2906942], [9.4913302, 42.2905189], [9.4913084, 42.2904184], [9.4912754, 42.290355], [9.4912063, 42.290307], [9.4910112, 42.2902733], [9.4908235, 42.2902485], [9.4907122, 42.2902162], [9.4906445, 42.2901658], [9.4906174, 42.2900996], [9.4906168, 42.2900692], [9.4906498, 42.2899521], [9.4907306, 42.2897872], [9.4907534, 42.2896919], [9.4907349, 42.2895925], [9.4906865, 42.2895196], [9.4906049, 42.2894712], [9.4905313, 42.2894489], [9.4904336, 42.2894254], [9.4899377, 42.2893723], [9.4897755, 42.2893364], [9.4897127, 42.2893008], [9.4896731, 42.2892472], [9.4896785, 42.289125], [9.489744, 42.2890549], [9.4897991, 42.2890277], [9.4899233, 42.2889854], [9.4903589, 42.2887286], [9.4904894, 42.2886728], [9.49073, 42.2886284], [9.4908773, 42.2886184], [9.4910476, 42.2886174], [9.491216, 42.2886271], [9.4913989, 42.288651], [9.491474, 42.288646], [9.4915229, 42.2886333], [9.4915964, 42.2885885], [9.491636, 42.2885377], [9.4916592, 42.2884963], [9.491665, 42.2884525], [9.4916626, 42.2883707], [9.4916389, 42.2883184], [9.4915978, 42.2882672], [9.4915348, 42.2882035], [9.4912162, 42.2879732], [9.491008, 42.2877822], [9.4908492, 42.2875938], [9.4906037, 42.2872659], [9.4905452, 42.2871879], [9.490493, 42.2871351], [9.4903407, 42.28704], [9.4901589, 42.2869727], [9.4900171, 42.2869612], [9.4899141, 42.2869717], [9.4895199, 42.2870511], [9.4894538, 42.2870532], [9.4893925, 42.2870422], [9.4893224, 42.2869989], [9.4892805, 42.2869396], [9.4892684, 42.2868795], [9.4893122, 42.2866831], [9.4892863, 42.2865619], [9.4892454, 42.286512], [9.4891788, 42.2864579], [9.4890787, 42.2864025], [9.4889822, 42.286361], [9.4886575, 42.2862752], [9.488596, 42.2862489], [9.4885249, 42.2861963], [9.4884977, 42.286156], [9.4884811, 42.2860845], [9.4885166, 42.2858477], [9.4884925, 42.2857533], [9.488443, 42.2856711], [9.4882819, 42.2854909], [9.4881836, 42.2854097], [9.4880617, 42.2853301], [9.4877226, 42.2852418], [9.4876078, 42.2851804], [9.4875127, 42.2850873], [9.487442, 42.2850393], [9.4872449, 42.2849624], [9.4869421, 42.2848751], [9.4867544, 42.2848363], [9.4864808, 42.2848067], [9.4863987, 42.2847734], [9.486353, 42.2847299], [9.4863382, 42.2846735], [9.4863418, 42.2846264], [9.4864016, 42.2845602], [9.486558, 42.2844196], [9.4866203, 42.2843239], [9.4866433, 42.2842661], [9.4866629, 42.2841828], [9.4866559, 42.2840871], [9.4866547, 42.2840725]], ""type"": ""LineString""}"
