Statut;Coordonnées géographiques;Geo Shape
En exploitation;42.294457001680605, 9.492024268113244;"{""coordinates"": [[9.4936838, 42.2970242], [9.4936671, 42.297022], [9.4936509, 42.2970198], [9.4936343, 42.2970017], [9.4936052, 42.2969852], [9.4935388, 42.2969766], [9.4934426, 42.2969772], [9.4933568, 42.2969911], [9.4933141, 42.2970292], [9.4932229, 42.2973658], [9.4931998, 42.2974095], [9.4931464, 42.2974366], [9.4931145, 42.2974341], [9.4931303, 42.2973838], [9.4931289, 42.2972948], [9.4931195, 42.2971924], [9.4930713, 42.2971347], [9.4930058, 42.2970899], [9.4929395, 42.2970639], [9.4928202, 42.2970181], [9.4925635, 42.2969324], [9.4924744, 42.2968751], [9.4924444, 42.2968373], [9.4924633, 42.2967837], [9.4925099, 42.2967274], [9.4926598, 42.2966376], [9.4927631, 42.2965533], [9.4927957, 42.2964596], [9.4928056, 42.2963863], [9.492804, 42.2963208], [9.4927475, 42.2961441], [9.4926836, 42.2958813], [9.4926141, 42.2957524], [9.4924121, 42.2954708], [9.4921333, 42.2951288], [9.4920912, 42.2950684], [9.4920703, 42.2949503], [9.4920923, 42.2948714], [9.4921036, 42.2948097], [9.4920759, 42.2947132], [9.4919272, 42.2944537], [9.4918612, 42.2943012], [9.4917973, 42.2940383], [9.4917586, 42.2939801], [9.4916653, 42.2938903], [9.4911332, 42.2935935], [9.4910366, 42.2936024], [9.4910278, 42.2935819], [9.4910657, 42.2935067], [9.4912459, 42.2933797], [9.4913818, 42.2932791], [9.4914387, 42.2932026], [9.4914805, 42.2930544], [9.4914965, 42.2929525], [9.4914853, 42.2928361], [9.4914553, 42.2927725], [9.4913984, 42.2926686], [9.4912409, 42.2925175], [9.491211, 42.2924539], [9.4911923, 42.2924036], [9.4912151, 42.2923342], [9.4913561, 42.2922215], [9.4915051, 42.2920731], [9.491515, 42.2919997], [9.4915361, 42.2918624], [9.4915161, 42.2917512], [9.4914209, 42.2916452], [9.4911755, 42.291472], [9.4910747, 42.2913711], [9.4910062, 42.2912749], [9.4909163, 42.2912524], [9.4909041, 42.2912324], [9.4908964, 42.2911984], [9.4909122, 42.2911692], [9.4909666, 42.2911128], [9.4911656, 42.2909621]], ""type"": ""LineString""}"
En exploitation;42.28574847698776, 9.483936193256785;"{""coordinates"": [[9.4866547, 42.2840725], [9.4866093, 42.2838607], [9.4865861, 42.2838528], [9.486612, 42.2841857], [9.4865668, 42.2842801], [9.4865157, 42.2843257], [9.486211, 42.2844659], [9.4859847, 42.2845515], [9.4858319, 42.2846181], [9.4858061, 42.2847159], [9.4858042, 42.2847679], [9.4858195, 42.2848252], [9.4858792, 42.284875], [9.4859716, 42.2849321], [9.4862191, 42.2850723], [9.4865652, 42.285295], [9.4866433, 42.2853979], [9.4866971, 42.2854689], [9.4867834, 42.2855286], [9.4869954, 42.2856065], [9.4870568, 42.2856629], [9.4870877, 42.2857189], [9.4870982, 42.2858307], [9.4870548, 42.2860164], [9.4869853, 42.2861969], [9.4869364, 42.2862291], [9.4868726, 42.2862561], [9.4867956, 42.2862707], [9.4866197, 42.2862521], [9.4864979, 42.2862112], [9.4862164, 42.2861037], [9.4860274, 42.2860298], [9.48589, 42.2860156], [9.485766, 42.2860076], [9.4856672, 42.2860261], [9.4855556, 42.2860172], [9.4855027, 42.2859973], [9.4853875, 42.2859326], [9.485201, 42.2858537], [9.4850555, 42.2858261], [9.4846966, 42.2857824], [9.4842763, 42.28573], [9.4837736, 42.2856926], [9.4834264, 42.2856764], [9.4831099, 42.2856473], [9.4827542, 42.2856311], [9.4825696, 42.2856316], [9.4824589, 42.2856012], [9.4821107, 42.2856715], [9.4817623, 42.2857776], [9.4814811, 42.28589], [9.481322, 42.2859828], [9.4812278, 42.2860641], [9.4812122, 42.2860909], [9.4811598, 42.2861531], [9.4811218, 42.2861768], [9.4807098, 42.2864203], [9.4806495, 42.2864431], [9.4803827, 42.286508], [9.480249, 42.2865757], [9.480116, 42.2866221], [9.479995, 42.2866461], [9.4797419, 42.2866873], [9.479682, 42.2867125], [9.4796111, 42.2867524], [9.4794944, 42.2868821], [9.4794217, 42.2869574], [9.4791832, 42.2871751], [9.4790372, 42.2872664], [9.4788916, 42.2873073]], ""type"": ""LineString""}"
En exploitation;41.6322275156752, 9.331278755884965;"{""coordinates"": [[9.3312175, 41.6321928], [9.3312223, 41.6322011], [9.3312526, 41.6322178], [9.3313294, 41.6322493], [9.3313449, 41.6322556]], ""type"": ""LineString""}"
En exploitation;41.63128303971343, 9.331948662020505;"{""coordinates"": [[9.3328247, 41.630363], [9.3326818, 41.6304674], [9.3325556, 41.6305732], [9.3324946, 41.6306243], [9.332113, 41.6310261], [9.3318167, 41.631389], [9.331459, 41.6318962], [9.3312527, 41.632141], [9.3312414, 41.6321527], [9.3312346, 41.6321619], [9.3312322, 41.6321732], [9.3312364, 41.632182], [9.331245, 41.6321954], [9.3312619, 41.6322065], [9.331326, 41.6322364], [9.3313465, 41.6322461]], ""type"": ""LineString""}"
En exploitation;42.70797825209561, 9.443329236218204;"{""coordinates"": [[9.4432559, 42.7080046], [9.4433609, 42.7079665], [9.4433744, 42.7079616], [9.4434032, 42.7079539]], ""type"": ""LineString""}"
En exploitation;41.61503806969789, 9.300220121779903;"{""coordinates"": [[9.3024997, 41.6172588], [9.3024947, 41.6172484], [9.3024913, 41.6172413], [9.3024693, 41.6172266], [9.3024094, 41.6172118], [9.3022679, 41.6172313], [9.3017491, 41.6173028], [9.3013454, 41.6173648], [9.3012053, 41.6173923], [9.3011467, 41.617417], [9.3010082, 41.6175124], [9.3009755, 41.617535], [9.3009046, 41.6175226], [9.3008941, 41.6175131], [9.3009035, 41.6174936], [9.3009607, 41.6171876], [9.3008797, 41.616815], [9.3007377, 41.6165779], [9.3006862, 41.6165083], [9.3003532, 41.6162065], [9.2999684, 41.615887], [9.2997169, 41.6156274], [9.2995713, 41.615397], [9.2994817, 41.615095], [9.2994986, 41.6147629], [9.2996107, 41.6144749], [9.29995, 41.6138897], [9.3000964, 41.6135208], [9.3000674, 41.6130929], [9.2999522, 41.6128684], [9.2997848, 41.6126485], [9.2995475, 41.6124769], [9.2990255, 41.6122002], [9.2986868, 41.612037], [9.2985493, 41.6119725], [9.2984575, 41.6119388], [9.2984261, 41.6119416], [9.2984166, 41.6119444], [9.2984029, 41.611949]], ""type"": ""LineString""}"
En exploitation;41.61980000543872, 9.297501541122886;"{""coordinates"": [[9.2960426, 41.6197899], [9.2960458, 41.619802], [9.2960482, 41.6198112], [9.2960678, 41.6198264], [9.2961707, 41.6198207], [9.2963511, 41.619814], [9.2964868, 41.6198165], [9.2966278, 41.6198192], [9.2967356, 41.6198137], [9.296937, 41.6198062], [9.2970502, 41.6198093], [9.2971604, 41.6198079], [9.2972587, 41.619801], [9.2975375, 41.6197845], [9.2978507, 41.6197699], [9.2981587, 41.6197629], [9.2983482, 41.619753], [9.2984159, 41.6197432], [9.2984544, 41.6197293], [9.2985313, 41.619703], [9.2985685, 41.6196905], [9.2985934, 41.6196912], [9.2985977, 41.6196943], [9.2986025, 41.6197092], [9.29866, 41.6197814], [9.2986933, 41.6198308], [9.2986718, 41.6200253], [9.2986868, 41.6200409], [9.2987167, 41.620034]], ""type"": ""LineString""}"
En exploitation;42.65303445712236, 9.444888161496134;"{""coordinates"": [[9.4451468, 42.6533996], [9.4450981, 42.6533401], [9.4449276, 42.6531171], [9.444652, 42.6526539]], ""type"": ""LineString""}"
En exploitation;41.656112128938794, 9.35059736396997;"{""coordinates"": [[9.3529544, 41.6567561], [9.3529505, 41.6567647], [9.3528806, 41.6567728], [9.3527757, 41.6567815], [9.3525413, 41.6568292], [9.3524913, 41.6568427], [9.3523963, 41.6568524], [9.3520444, 41.6569017], [9.351936, 41.6569117], [9.3517497, 41.6569288], [9.3512929, 41.6569535], [9.3512223, 41.6569573], [9.3511431, 41.6569561], [9.3510367, 41.6569387], [9.3510025, 41.6569331], [9.3509221, 41.6569042], [9.3506674, 41.6568067], [9.3503939, 41.6566785], [9.3500737, 41.6565223], [9.3499396, 41.6564569], [9.3497904, 41.6563688], [9.3496642, 41.6562943], [9.3496126, 41.6562638], [9.349598, 41.6562451], [9.3495784, 41.6561895], [9.3495586, 41.6560155], [9.3495353, 41.6557754], [9.3494983, 41.6554689], [9.3495024, 41.6553904], [9.3495186, 41.6553078], [9.3496459, 41.655064], [9.3496856, 41.6549878], [9.3496941, 41.6548807], [9.3496829, 41.6547412], [9.3496748, 41.6545987], [9.3496811, 41.6545428], [9.3496939, 41.6544871], [9.3497193, 41.6543762], [9.3497384, 41.6542919], [9.349751, 41.6542523], [9.3497542, 41.6542274], [9.3497656, 41.6542205], [9.3498095, 41.6542237], [9.349871, 41.6542478], [9.3499072, 41.6542539], [9.3499519, 41.6542593], [9.3499803, 41.654256], [9.3499985, 41.654253], [9.3500104, 41.654251]], ""type"": ""LineString""}"
En exploitation;42.13958815, 8.71375695;"{""coordinates"": [[8.7136504, 42.1395178], [8.7138635, 42.1396585]], ""type"": ""LineString""}"
En exploitation;42.15647652769881, 8.768076745841551;"{""coordinates"": [[8.7674672, 42.1562956], [8.7674877, 42.156302], [8.7684473, 42.1565838], [8.7686293, 42.1566373], [8.7686289, 42.1566694], [8.7686289, 42.1566885], [8.7686287, 42.1566999]], ""type"": ""LineString""}"
En exploitation;42.15666595996665, 8.768678840794037;"{""coordinates"": [[8.7687059, 42.156638], [8.768691, 42.1566489], [8.7686721, 42.1566707], [8.7686577, 42.1566988]], ""type"": ""LineString""}"
En exploitation;42.1576746, 8.77654745;"{""coordinates"": [[8.7765143, 42.1576442], [8.7765806, 42.157705]], ""type"": ""LineString""}"
En exploitation;42.15119754765744, 8.732847207518025;"{""coordinates"": [[8.7247327, 42.1479183], [8.7246763, 42.1479609], [8.7245654, 42.1480334], [8.7245766, 42.1480478], [8.7247478, 42.1482686], [8.7248938, 42.148665], [8.7249344, 42.1489664], [8.724976, 42.1491451], [8.7250471, 42.1492661], [8.7251279, 42.1493515], [8.7252287, 42.1494303], [8.7254086, 42.1495489], [8.7256901, 42.1497056], [8.7259021, 42.1498179], [8.7260724, 42.1499141], [8.7267305, 42.1502521], [8.7270359, 42.1505049], [8.727241, 42.1506678], [8.7274588, 42.1508524], [8.7277172, 42.1510798], [8.7279953, 42.1512458], [8.7281555, 42.1513334], [8.7284201, 42.1514014], [8.7286208, 42.1514186], [8.7287711, 42.1513906], [8.7289877, 42.1513752], [8.7293261, 42.1513324], [8.7298103, 42.1512612], [8.730239, 42.1512176], [8.7306739, 42.151145], [8.7311698, 42.1510362], [8.7316067, 42.1508977], [8.7320144, 42.1507609], [8.7322853, 42.1506713], [8.7324838, 42.1506821], [8.7326883, 42.1507804], [8.7327772, 42.150931], [8.7326797, 42.1511032], [8.7325825, 42.1512512], [8.7325371, 42.1514138], [8.7325965, 42.1515069], [8.733501, 42.1517468], [8.734662, 42.1521065], [8.7351734, 42.1523983], [8.7352533, 42.1524632], [8.7353861, 42.1526497], [8.7355247, 42.1527102], [8.7356826, 42.1526999], [8.73583, 42.1526068], [8.7362593, 42.1523561], [8.7364409, 42.152279], [8.7368017, 42.1522041], [8.7372304, 42.1521602], [8.7374394, 42.1522009], [8.7376473, 42.1522415], [8.7377906, 42.1523352], [8.7379722, 42.1524286], [8.7382111, 42.1525564], [8.7385153, 42.1525074], [8.7388227, 42.1524595], [8.7390711, 42.1522921], [8.7392486, 42.1521528], [8.7394702, 42.1520702], [8.7398084, 42.15215], [8.7400406, 42.1521743], [8.7402593, 42.1520918], [8.74042, 42.1518754], [8.7404076, 42.1515177], [8.7402555, 42.151296], [8.74008, 42.1511348], [8.7399934, 42.1510559], [8.7399547, 42.1508635], [8.7402119, 42.1500559], [8.7402278, 42.1500587], [8.7402618, 42.1500646], [8.740287, 42.1500691]], ""type"": ""LineString""}"
En exploitation;42.15400888783728, 8.757507577031951;"{""coordinates"": [[8.747676, 42.151264], [8.7481325, 42.15147], [8.7482201, 42.1515713], [8.7483166, 42.1516652], [8.74852, 42.1518361], [8.7486455, 42.1519722], [8.7489005, 42.1521467], [8.7491338, 42.1522444], [8.7493952, 42.1523507], [8.7496182, 42.1524138], [8.7498247, 42.1524475], [8.7500572, 42.1524697], [8.7503144, 42.1524705], [8.7509266, 42.1524311], [8.7511936, 42.1523892], [8.7518887, 42.1520374], [8.7522899, 42.1518154], [8.7525547, 42.1517806], [8.7529075, 42.1519284], [8.7533611, 42.1521704], [8.7537049, 42.1521232], [8.7541227, 42.1514293], [8.754212, 42.1513564], [8.7547253, 42.1513142], [8.7551905, 42.1516914], [8.7553872, 42.1518403], [8.7556622, 42.1519238], [8.7563308, 42.1519518], [8.7567383, 42.1519846], [8.7568699, 42.1520067], [8.7569532, 42.1520313], [8.7570493, 42.1520513], [8.7570905, 42.1521007], [8.757103, 42.1521631], [8.7570787, 42.1522816], [8.7570211, 42.1523704], [8.7567568, 42.1524399], [8.7564125, 42.1524902], [8.7561778, 42.1525326], [8.7559834, 42.1525571], [8.7557776, 42.1526474], [8.7555314, 42.1529067], [8.7553426, 42.1533138], [8.7551356, 42.1536317], [8.7549169, 42.1538039], [8.7547381, 42.1540122], [8.7546937, 42.1541409], [8.7548371, 42.1543625], [8.7554794, 42.1546059], [8.7565027, 42.1549945], [8.7567109, 42.1550482], [8.7568373, 42.1552191], [8.7567838, 42.1553797], [8.7565892, 42.1555506], [8.7564083, 42.1558266], [8.7563745, 42.1558989], [8.756417, 42.1559035], [8.7564605, 42.1559167], [8.7565365, 42.1559055], [8.7568713, 42.1557005], [8.7570797, 42.1556844], [8.7573393, 42.1556757], [8.7576298, 42.1556401], [8.7577558, 42.1556001], [8.7579994, 42.1554021], [8.7582641, 42.1552208], [8.7584454, 42.1551128], [8.7586256, 42.1550408], [8.7587217, 42.1549918], [8.758926, 42.1548321], [8.7590569, 42.1547487], [8.7592484, 42.1546904], [8.759462, 42.1546594], [8.7599317, 42.154717], [8.760551, 42.1548193], [8.7608518, 42.154869], [8.7610162, 42.1549529], [8.7612062, 42.1551184], [8.7614257, 42.1553665], [8.7616298, 42.1555744], [8.7618402, 42.1556459], [8.7622054, 42.1557724], [8.762465, 42.155892], [8.76303, 42.1560171], [8.7634458, 42.1560931], [8.7640042, 42.1561855], [8.7643384, 42.1562444], [8.7646736, 42.1562433], [8.7659804, 42.1560503], [8.7669799, 42.1561124], [8.7674708, 42.1562655], [8.7677408, 42.1563496], [8.7680068, 42.1564326], [8.7687837, 42.1566472]], ""type"": ""LineString""}"
En exploitation;42.15184979174461, 8.739284544237094;"{""coordinates"": [[8.740292, 42.1500824], [8.740265, 42.1500979], [8.7402658, 42.1501003], [8.7400706, 42.1506227], [8.7400274, 42.1508809], [8.7400681, 42.1510542], [8.7402902, 42.1512728], [8.7405095, 42.1515126], [8.7406056, 42.151702], [8.7405084, 42.1518621], [8.7403529, 42.1521182], [8.7401614, 42.1522308], [8.7399164, 42.1522446], [8.739803, 42.1521898], [8.7395571, 42.1521424], [8.7393503, 42.1521769], [8.7392567, 42.1522165], [8.7390464, 42.1523696], [8.7387588, 42.1525193], [8.7385486, 42.1525731], [8.7382931, 42.1525835], [8.7381378, 42.1525693], [8.7378248, 42.1524684], [8.7376559, 42.1523213], [8.7374147, 42.1521763], [8.7372909, 42.1520782], [8.7369642, 42.1520351]], ""type"": ""LineString""}"
En exploitation;41.747393318472625, 8.924548098226131;"{""coordinates"": [[8.9201345, 41.749033], [8.920168, 41.7490007], [8.9205831, 41.7483473], [8.920845, 41.747935], [8.9210315, 41.7478123], [8.9212558, 41.7477011], [8.9216239, 41.7476142], [8.9218955, 41.7476545], [8.922047, 41.7477131], [8.9221729, 41.7477952], [8.9224294, 41.7478407], [8.9227876, 41.7477974], [8.9231686, 41.747683], [8.9242654, 41.747527], [8.9250228, 41.747253], [8.9253547, 41.7471509], [8.9262508, 41.7469519], [8.9269817, 41.7466681], [8.92744, 41.7465209], [8.9279042, 41.7464338], [8.9280517, 41.7464382], [8.9281215, 41.7464483], [8.9281895, 41.7464763], [8.9282808, 41.7465319], [8.9283571, 41.7465995], [8.9286867, 41.7469463], [8.9289326, 41.7472421], [8.9290426, 41.7474155], [8.9291313, 41.7474548]], ""type"": ""LineString""}"
En exploitation;41.74748616286867, 8.929113014801095;"{""coordinates"": [[8.9290987, 41.7475026], [8.9291124, 41.7474869], [8.9291273, 41.7474697]], ""type"": ""LineString""}"
En exploitation;41.98289095667758, 8.849849403662962;"{""coordinates"": [[8.8497778, 41.9826794], [8.8496345, 41.9827661], [8.8496545, 41.9827819], [8.8499297, 41.9829567], [8.8500904, 41.9830589], [8.8500663, 41.983089], [8.8500404, 41.9831215]], ""type"": ""LineString""}"
En exploitation;41.98225644472293, 8.851044767951771;"{""coordinates"": [[8.8522403, 41.9816628], [8.8521615, 41.9816748], [8.8521332, 41.9817598], [8.8521089, 41.9817726], [8.8519354, 41.9817912], [8.8517207, 41.9818599], [8.8514768, 41.9820083], [8.8513823, 41.9821372], [8.8513726, 41.9822135], [8.8513529, 41.9822825], [8.8512844, 41.9823454], [8.8511382, 41.98242], [8.850931, 41.9824351], [8.8508032, 41.9824444], [8.8505257, 41.9824646], [8.8504074, 41.982463], [8.8502674, 41.9824966], [8.8501649, 41.9825413], [8.8501185, 41.9826413], [8.8500166, 41.982704], [8.8498327, 41.9826703], [8.8497778, 41.9826794]], ""type"": ""LineString""}"
En exploitation;41.74906267128186, 8.920168171206532;"{""coordinates"": [[8.9202044, 41.749085], [8.9201896, 41.7490846], [8.9201815, 41.7490752], [8.9201345, 41.749033]], ""type"": ""LineString""}"
En exploitation;41.94105397126191, 9.09982578630951;"{""coordinates"": [[9.1003687, 41.9414787], [9.1001009, 41.9413762], [9.0998746, 41.9410749], [9.0998024, 41.9409855], [9.0997051, 41.940898], [9.0993107, 41.9406301], [9.0993098, 41.9406065], [9.0993094, 41.9405937]], ""type"": ""LineString""}"
En exploitation;41.93994851707516, 9.098048399113257;"{""coordinates"": [[9.099284, 41.9405701], [9.0992209, 41.9405757], [9.0990385, 41.9404615], [9.0989386, 41.9403721], [9.0988607, 41.9402893], [9.0986225, 41.9401268], [9.098482, 41.9400882], [9.098278, 41.9400209], [9.0980807, 41.9399154], [9.0977747, 41.9397886], [9.0975143, 41.9397423], [9.0972432, 41.9396902], [9.0970607, 41.9396295], [9.0970304, 41.9394783], [9.0969962, 41.9393971], [9.0969356, 41.9392975], [9.0969527, 41.939277]], ""type"": ""LineString""}"
En exploitation;41.93854728085369, 9.09680954897644;"{""coordinates"": [[9.0969527, 41.939277], [9.096916, 41.9392734], [9.0968715, 41.9392131], [9.0967671, 41.9391519], [9.0966035, 41.9390922], [9.0963832, 41.9389591], [9.096325, 41.9389129], [9.0963254, 41.9388737], [9.0964089, 41.938799], [9.0964622, 41.9387749], [9.0965288, 41.9387341], [9.0968909, 41.9385875], [9.0969588, 41.9385259], [9.0970357, 41.9382898], [9.0971278, 41.9378813], [9.0971228, 41.9377586], [9.0970835, 41.9375561], [9.0971087, 41.9375427]], ""type"": ""LineString""}"
En exploitation;41.93272962130559, 9.094885270952673;"{""coordinates"": [[9.0952832, 41.9338149], [9.0952522, 41.9337992], [9.0952502, 41.9336041], [9.0952763, 41.933504], [9.0952348, 41.9332747], [9.0952085, 41.9332108], [9.0950987, 41.9331008], [9.0950148, 41.9329933], [9.0949541, 41.9329111], [9.0948076, 41.9326236], [9.0946735, 41.9324233], [9.094471, 41.9321702], [9.094446, 41.932098], [9.094446, 41.9320499], [9.0944642, 41.9320039], [9.0945572, 41.9319549], [9.0946616, 41.9319167], [9.0948253, 41.9318813], [9.0948596, 41.9319113]], ""type"": ""LineString""}"
En exploitation;41.93166959751252, 9.095378856423162;"{""coordinates"": [[9.0952407, 41.9317744], [9.0952319, 41.931736], [9.0954005, 41.931661], [9.095443, 41.9316207], [9.0955177, 41.9316175], [9.0955463, 41.9315812]], ""type"": ""LineString""}"
En exploitation;41.931602561095765, 9.095613247225712;"{""coordinates"": [[9.0955463, 41.9315812], [9.0955805, 41.9316018], [9.0956842, 41.9316118]], ""type"": ""LineString""}"
En exploitation;42.238275977649884, 8.630028376149463;"{""coordinates"": [[8.6325694, 42.2380975], [8.6325464, 42.2381153], [8.6325302, 42.2381277], [8.6323979, 42.2381302], [8.6320609, 42.2381112], [8.6318527, 42.2380499], [8.6315042, 42.2378077], [8.6311728, 42.237742], [8.6308875, 42.2377133], [8.6301254, 42.238086], [8.6294938, 42.2382146], [8.6292889, 42.2383151], [8.6289617, 42.238549], [8.6281403, 42.2388992], [8.6278934, 42.2390207], [8.6275892, 42.2392514], [8.6275733, 42.2392634]], ""type"": ""LineString""}"
En exploitation;42.09285995950681, 9.375692499016424;"{""coordinates"": [[9.3756631, 42.0928569], [9.3757034, 42.0928611], [9.3757219, 42.092863]], ""type"": ""LineString""}"
En exploitation;41.46809371965654, 9.099265378699016;"{""coordinates"": [[9.0991732, 41.4681882], [9.0991834, 41.4681775], [9.0993244, 41.4680291], [9.0993364, 41.4680216], [9.0993438, 41.4680209], [9.0993676, 41.4680184]], ""type"": ""LineString""}"
En exploitation;42.54462697338542, 9.5240458416947;"{""coordinates"": [[9.5246543, 42.5448726], [9.5247709, 42.5448571], [9.5247391, 42.5448013], [9.5246802, 42.5447865], [9.5234351, 42.5445131], [9.5234243, 42.544501], [9.5235138, 42.5442329], [9.5235176, 42.5442216]], ""type"": ""LineString""}"
En exploitation;41.409208619195724, 9.134815801762793;"{""coordinates"": [[9.1348567, 41.4090906], [9.1348027, 41.4092195], [9.1347946, 41.4092513], [9.1347953, 41.4092955], [9.1348058, 41.4093172], [9.134811, 41.4093282]], ""type"": ""LineString""}"
En exploitation;42.30137563952867, 9.159954100408658;"{""coordinates"": [[9.1600061, 42.3023215], [9.1604894, 42.3015512], [9.1604754, 42.3015098], [9.1602142, 42.3014163], [9.1602531, 42.3012205], [9.1599451, 42.3010159], [9.1598863, 42.3009984], [9.1595002, 42.3009931], [9.1592464, 42.3009684], [9.1591814, 42.3009077], [9.1591686, 42.3008194], [9.1591441, 42.3008114], [9.1590583, 42.3008148], [9.1590282, 42.3008184]], ""type"": ""LineString""}"
En exploitation;41.698473153672914, 9.353823755556157;"{""coordinates"": [[9.3501655, 41.6991579], [9.3501794, 41.6991656], [9.3502798, 41.6992214], [9.3502922, 41.6992235], [9.3504796, 41.6991966], [9.350647, 41.6991726], [9.3508783, 41.6991556], [9.3510446, 41.6991286], [9.3514025, 41.6990557], [9.3517724, 41.6989613], [9.3521657, 41.6988715], [9.3522573, 41.6988604], [9.3525669, 41.6988231], [9.3535162, 41.6988431], [9.3540562, 41.6988479], [9.3542911, 41.6988394], [9.3543921, 41.6988193], [9.3545123, 41.6987677], [9.3546623, 41.6986588], [9.3552716, 41.6982159], [9.3555036, 41.6980223], [9.355781, 41.6977907], [9.3559327, 41.6976333], [9.3561116, 41.6974478], [9.3561637, 41.6973712], [9.3561892, 41.6972987], [9.3562245, 41.6972804], [9.3562922, 41.6972589], [9.3564047, 41.6972744], [9.3570025, 41.697357], [9.3571423, 41.6974081], [9.3571771, 41.6974252], [9.35721, 41.697456]], ""type"": ""LineString""}"
